MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1201187	Maraviroc	Small molecule	2007	J05AX09	J05AX09 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Other antivirals]	-viroc	C-C chemokine receptor type 5 antagonist			CHEMBL274	C-C chemokine receptor type 5	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a94a9a2b-337b-4c13-8622-fc392194dc21, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a94a9a2b-337b-4c13-8622-fc392194dc21	CC(C)c1nnc(C)n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5
CHEMBL1201191	Levocetirizine	Small molecule	2007	R06AE09	R06AE09 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Piperazine derivatives]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=2965ef46-18db-4615-9dce-bfb0f0b3366a, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2965ef46-18db-4615-9dce-bfb0f0b3366a	OC(=O)COCCN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3
CHEMBL1201213	Isoetharine	Small molecule	1979	R03AC07; R03CC06	R03AC07 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics, Inhalants:Selective beta-2-adrenoreceptor agonists]; R03CC06 [Respiratory System:Drugs For Obstructive Airway Diseases:Adrenergics For Systemic Use:Selective beta-2-adrenoreceptor agonists]		Beta-2 adrenergic receptor agonist			CHEMBL210	Beta-2 adrenergic receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0471-948470 PP. 237, URL:http://www.isbnsearch.org/isbn/0471948470	CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
CHEMBL1201222	Lisdexamfetamine	Small molecule	2007	N06BA12	N06BA12 [Nervous System:Psychoanaleptics:Psychostimulants, Agents Used For Adhd And Nootropics:Centrally acting sympathomimetics]	-fetamin(e)	Dopamine transporter releasing agent			CHEMBL238	Dopamine transporter	RELEASING AGENT	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=c9eaca3d-cca7-4627-bb3e-75b1c2aec9d4#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c9eaca3d-cca7-4627-bb3e-75b1c2aec9d4#nlm34090-1	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
CHEMBL1201237	Levobunolol	Small molecule	1985	S01ED03	S01ED03 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Beta blocking agents1)]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=1a32c0e8-7d10-447e-a7c4-252c98b629bd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1a32c0e8-7d10-447e-a7c4-252c98b629bd	CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12
CHEMBL1201265	Methylprednisolone Hemisuccinate	Small molecule	1959	D07AA01; D10AA02; H02AB04	D07AA01 [Dermatologicals:Corticosteroids, Dermatological Preparations:Corticosteroids, Plain:Corticosteroids, weak (group I)]; D10AA02 [Dermatologicals:Anti-Acne Preparations:Anti-Acne Preparations For Topical Use:Corticosteroids, combinations for treatment of acne]; H02AB04 [Systemic Hormonal Preparations, Excl. :Corticosteroids For Systemic Use:Corticosteroids For Systemic Use, Plain:Glucocorticoids]	-pred-	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=532f0c6c-cd76-44d1-27b7-581cee86bc34#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=532f0c6c-cd76-44d1-27b7-581cee86bc34#nlm34090-1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14
CHEMBL1201309	Nafarelin	Protein	1990	H01CA02	H01CA02 [Systemic Hormonal Preparations, Excl. :Pituitary And Hypothalamic Hormones And Analogues:Hypothalamic Hormones:Gonadotropin-releasing hormones]	-relin	Gonadotropin-releasing hormone receptor agonist			CHEMBL1855	Gonadotropin-releasing hormone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d0aa57cb-d2f4-46d7-af43-7c8b06aa81a6#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d0aa57cb-d2f4-46d7-af43-7c8b06aa81a6#nlm34090-1	CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](Cc6cnc[nH]6)NC(=O)[C@@H]7CCC(=O)N7)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N8CCC[C@H]8C(=O)NCC(=O)N
CHEMBL1201313	Chlophedianol	Small molecule	1982	R05DB10	R05DB10 [Respiratory System:Cough And Cold Preparations:Cough Suppressants, Excl. Combinations With Expectorants:Other cough suppressants]		Unknown	Antitussive drug; probable action in the CNS cough centre									Name:PubMed, SrcID:15491779, URL:http://europepmc.org/abstract/MED/15491779|Name:PubMed, SrcID:18294576, URL:http://europepmc.org/abstract/MED/18294576|Name:PubMed, SrcID:20326564, URL:http://europepmc.org/abstract/MED/20326564	CN(C)CCC(O)(c1ccccc1)c2ccccc2Cl
CHEMBL1201325	Hexocyclium	Small molecule	1982	A03AB10	A03AB10 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]	-ium	Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:8075869, URL:http://europepmc.org/abstract/MED/8075869|Name:PubMed, SrcID:9183081, URL:http://europepmc.org/abstract/MED/9183081	C[N+]1(C)CCN(CC(O)(C2CCCCC2)c3ccccc3)CC1
CHEMBL1201335	Glycopyrrolate	Small molecule	1961	R03BB06; A03AB02	R03BB06 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Anticholinergics]; A03AB02 [Alimentary Tract And Metabolism:Drugs For Functional Gastrointestinal Disorders:Drugs For Functional Gastrointestinal Disorders:Synthetic anticholinergics, quaternary ammonium compounds]		Muscarinic acetylcholine receptor M1 antagonist	Role in regulating gastric secretion, M1 likely involved		CHEMBL216	Muscarinic acetylcholine receptor M1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d200bd44-9856-4104-a29e-a4cca3db6737, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d200bd44-9856-4104-a29e-a4cca3db6737|Name:ISBN, SrcID:9780702034718 PP. 153, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:10385241, URL:http://europepmc.org/abstract/MED/10385241	C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3
CHEMBL1201356	Methylergonovine	Small molecule	1946	G02AB01	G02AB01 [Genito Urinary System And Sex Hormones:Other Gynecologicals:Uterotonics:Ergot alkaloids]	-erg-; -vin-	Serotonin 2b (5-HT2b) receptor partial agonist			CHEMBL1833	Serotonin 2b (5-HT2b) receptor	PARTIAL AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11104741, URL:http://europepmc.org/abstract/MED/11104741	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
CHEMBL1201568	Pegfilgrastim	Protein	2002	L03AA13	L03AA13 [Antineoplastic And Immunomodulating Agents:Immunostimulants:Immunostimulants:Colony stimulating factors]	peg-; -stim	Granulocyte colony stimulating factor receptor agonist			CHEMBL1996	Granulocyte colony stimulating factor receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=fdfe5d72-6b80-435a-afa4-c5d74dd852ce, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdfe5d72-6b80-435a-afa4-c5d74dd852ce|Name:PubMed, SrcID:7504384, URL:http://europepmc.org/abstract/MED/7504384|Name:PubMed, SrcID:9679526, URL:http://europepmc.org/abstract/MED/9679526	
CHEMBL1201488	Secretin Synthetic Human	Protein	2004				Secretin receptor agonist			CHEMBL1925	Secretin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd	
CHEMBL1201569	Botulinum Toxin Type B	Unknown	2000	M03AX01	M03AX01 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Peripherally Acting Agents:Other muscle relaxants, peripherally acting agents]		Vesicle-associated membrane protein 2 inhibitor	Cleaves snare complex		CHEMBL2364160	Vesicle-associated membrane protein 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=675cb354-9d13-482e-8ac2-22f709c58b4f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=675cb354-9d13-482e-8ac2-22f709c58b4f|Name:PubMed, SrcID:22510015, URL:http://europepmc.org/abstract/MED/22510015	
CHEMBL1201451	Albumin Human	Protein	1997	B05AA01	B05AA01 [Blood And Blood Forming Organs:Blood Substitutes And Perfusion Solutions:Blood And Related Products:Blood substitutes and plasma protein fractions]		Bilirubin sequestering agent	To expand the circulating blood volume in case of shock or hemorrhage, but also used in liver failure to bind excessive plasma bilirubin		CHEMBL2364174	Bilirubin	SEQUESTERING AGENT	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=01d78cc3-765c-89a9-7a60-b578e5723cbb#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=01d78cc3-765c-89a9-7a60-b578e5723cbb#nlm34090-1	
CHEMBL1201421	Pegaptanib Sodium	Unknown	2004	S01LA03	S01LA03 [Sensory Organs:Ophthalmologicals:Ocular Vascular Disorder Agents:Antineovascularisation agents]	-anib; peg-	Vascular endothelial growth factor A antagonist	It's an aptamer, a pegylated modified oligonucleotide	Selective	CHEMBL1783	Vascular endothelial growth factor A	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=45d03177-5d52-492c-b2e0-01afc7c8d2e0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=45d03177-5d52-492c-b2e0-01afc7c8d2e0	
CHEMBL1201664	Insulin Aspart Protamine Recombinant	Protein	2001				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=3a1e73a2-3009-40d0-876c-b4cb2be56fc5, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3a1e73a2-3009-40d0-876c-b4cb2be56fc5	
CHEMBL1201513	Heparin Calcium	Oligosaccharide	1982	C05BA03; C05BA53; S01XA14; B01AB01; B01AB51	C05BA03 [Cardiovascular System:Vasoprotectives:Antivaricose Therapy:Heparins or heparinoids for topical use]; C05BA53 [Cardiovascular System:Vasoprotectives:Antivaricose Therapy:Heparins or heparinoids for topical use]; S01XA14 [Sensory Organs:Ophthalmologicals:Other Ophthalmologicals:Other ophthalmologicals]; B01AB01 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Heparin group]; B01AB51 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Heparin group]	-parin	Antithrombin-III  activator	Inhibits coagulation by activating antithrombin III;  ATIII then binds to F10;		CHEMBL1950	Antithrombin-III	ACTIVATOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=cbc26e3c-aee9-4c0d-bdb1-bf350308fbce#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cbc26e3c-aee9-4c0d-bdb1-bf350308fbce#nlm34090-1|Name:ISBN, SrcID:9780702034718 PP. 299, URL:http://www.isbnsearch.org/isbn/9780702034718	
CHEMBL1201571	Alefacept	Protein	2003	L04AA15	L04AA15 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Selective immunosuppressants]	-cept	T-cell surface antigen CD2 inhibitor			CHEMBL2040	T-cell surface antigen CD2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:archiveid=20297, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=20297|Name:FDA, SrcID:label/2012/125036s0144lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125036s0144lbl.pdf	
CHEMBL1201616	Secretin Synthetic Porcine	Protein	2002				Secretin receptor agonist			CHEMBL1925	Secretin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd	
CHEMBL1201492	Sevelamer Hydrochloride	Small molecule	1998	V03AE02	V03AE02 [Various:All Other Therapeutic Products:All Other Therapeutic Products:Drugs for treatment of hyperkalemia and hyperphosphatemia]	-mer	Phosphate sequestering agent	It's a non-absorbed binding crosslinked polymer which binds to phosphate and removes it from circulation in case of hyperphosphatemia		CHEMBL2364184	Phosphate	SEQUESTERING AGENT	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=aa991f60-7c13-49ec-862b-47cca4db3c44, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa991f60-7c13-49ec-862b-47cca4db3c44	
CHEMBL1201656	Insulin Susp Isophane Purified Pork	Protein	1979				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201505	Fibrinolysin, Human	Unknown	1964	B01AD05	B01AD05 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Enzymes]		Fibrinogen inhibitor			CHEMBL2364709	Fibrinogen	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:124138, URL:http://europepmc.org/abstract/MED/124138	
CHEMBL1201506	Gemtuzumab Ozogamicin	Antibody	2000	L01XC05	L01XC05 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Monoclonal antibodies]	-mab	DNA inhibitor	intercalates DNA and causes double strand breakage		CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:FDA, SrcID:label/2006/021174s020lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021174s020lbl.pdf	
CHEMBL1201650	Thyroglobulin	Unknown	1982			-bulin	Iodine storage agent	It is a synthetic thyroglobulin, hence it works as an iodine storage, and when necessary it is degraded in lysossomes into T4 and T3 hormones									Name:PubMed, SrcID:7121261, URL:http://europepmc.org/abstract/MED/7121261	
CHEMBL1201459	Desoxyribonuclease	Enzyme	1964	B06AA10	B06AA10 [Blood And Blood Forming Organs:Other Hematological Agents:Other Hematological Agents:Enzymes]	-ase	DNA hydrolytic enzyme			CHEMBL2311221	DNA	HYDROLYTIC ENZYME	Homo sapiens	NUCLEIC-ACID			Name:PubMed, SrcID:124138, URL:http://europepmc.org/abstract/MED/124138	
CHEMBL1201546	Insulin Zinc Susp Purified Beef	Protein	1980				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201474	Colestipol Hydrochloride	Unknown	1977	C10AC02	C10AC02 [Cardiovascular System:Lipid Modifying Agents:Lipid Modifying Agents, Plain:Bile acid sequestrants]		Bile acids sequestering agent			CHEMBL2364175	Bile acids	SEQUESTERING AGENT	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=21b37725-fc0c-4365-a7dc-1a473d42502d#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=21b37725-fc0c-4365-a7dc-1a473d42502d#nlm34090-1	
CHEMBL1201653	Insulin Zinc Susp Purified Pork	Protein	1979				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf	
CHEMBL1201473	Colesevelam Hydrochloride	Small molecule	2000	C10AC04	C10AC04 [Cardiovascular System:Lipid Modifying Agents:Lipid Modifying Agents, Plain:Bile acid sequestrants]		Bile acids sequestering agent			CHEMBL2364175	Bile acids	SEQUESTERING AGENT	Homo sapiens	SMALL MOLECULE			Name:DailyMed, SrcID:setid=4a06d3b2-7229-4398-baba-5d0a72f63821#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4a06d3b2-7229-4398-baba-5d0a72f63821#nlm34090-1	
CHEMBL1201585	Trastuzumab	Antibody	1998	L01XC03	L01XC03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Monoclonal antibodies]	-mab	Receptor protein-tyrosine kinase erbB-2 inhibitor			CHEMBL1824	Receptor protein-tyrosine kinase erbB-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=492dbdb2-077e-4064-bff3-372d6af0a7a2, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=492dbdb2-077e-4064-bff3-372d6af0a7a2	
CHEMBL1201587	Alemtuzumab	Antibody	2001	L04AA34	L04AA34 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Selective immunosuppressants]	-mab	CAMPATH-1 antigen inhibitor			CHEMBL1912	CAMPATH-1 antigen	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=4f5f7255-7abc-4328-bd1a-ceaf139ef3e0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4f5f7255-7abc-4328-bd1a-ceaf139ef3e0	
CHEMBL1201605	Daclizumab	Antibody	1997	L04AC01	L04AC01 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Interleukin inhibitors]	-mab	Interleukin-2 receptor inhibitor			CHEMBL2364167	Interleukin-2 receptor	INHIBITOR	Homo sapiens	PROTEIN COMPLEX	Interleukin-2 alpha subunit	Alpha subunit is binding site	Name:DailyMed, SrcID:archiveid=26085, URL:http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=26085|Name:FDA, SrcID:label/2005/103749s5059lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/103749s5059lbl.pdf	
CHEMBL1201608	Muromonab-Cd3	Antibody	1986	L04AA02	L04AA02 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Selective immunosuppressants]		T cell surface glycoprotein CD3 inhibitor			CHEMBL2364168	T cell surface glycoprotein CD3	INHIBITOR	Homo sapiens	PROTEIN COMPLEX	CD3 epsilon subunit	Epsilon is binding site	Name:DailyMed, SrcID:setid=2a1f1c18-fa95-45e6-bd00-ac53c73f4747, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2a1f1c18-fa95-45e6-bd00-ac53c73f4747|Name:PubMed, SrcID:15136729, URL:http://europepmc.org/abstract/MED/15136729	
CHEMBL1201557	Interferon Alfacon-1	Protein	1997	L03AB09	L03AB09 [Antineoplastic And Immunomodulating Agents:Immunostimulants:Immunostimulants:Interferons]		Interferon alpha/beta receptor agonist			CHEMBL2364170	Interferon alpha/beta receptor	AGONIST	Homo sapiens	PROTEIN COMPLEX		Alpha subunit is binding site	Name:FDA, SrcID:label/2013/103663s5093lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/103663s5093lbl.pdf|Name:PubMed, SrcID:17969444, URL:http://europepmc.org/abstract/MED/17969444	
CHEMBL1201752	Ixabepilone	Small molecule	2007	L01DC04	L01DC04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Cytotoxic Antibiotics And Related Substances:Other cytotoxic antibiotics]		Tubulin inhibitor	Stabilises microtubule assembly		CHEMBL2095182	Tubulin	INHIBITOR	Homo sapiens	PROTEIN COMPLEX GROUP	Beta tubulin paclitaxel binding site	Binds to beta tubulin	Name:DailyMed, SrcID:setid=e7992f6b-279b-46a7-b9c3-fea4e17718dc#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e7992f6b-279b-46a7-b9c3-fea4e17718dc#nlm34090-1|Name:PubMed, SrcID:22113255, URL:http://europepmc.org/abstract/MED/22113255	C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C
CHEMBL1201764	Fesoterodine	Small molecule	2008	G04BD11	G04BD11 [Genito Urinary System And Sex Hormones:Urologicals:Urologicals:Drugs for urinary frequency and incontinence]		Muscarinic acetylcholine receptor M3 antagonist	Indicated for overactive bladder, M3 likely responsible		CHEMBL245	Muscarinic acetylcholine receptor M3	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5be745f0-8ae7-4c3c-9962-37d6263326f1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5be745f0-8ae7-4c3c-9962-37d6263326f1|Name:ISBN, SrcID:9780702034718 PP. 160, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:12076307, URL:http://europepmc.org/abstract/MED/12076307|Name:PubMed, SrcID:16465186, URL:http://europepmc.org/abstract/MED/16465186	CC(C)N(CC[C@H](c1ccccc1)c2cc(CO)ccc2OC(=O)C(C)C)C(C)C
CHEMBL1201786	Lapyrium	Small molecule	1982			-ium	Unknown										Name:PubMed, SrcID:6745010, URL:http://europepmc.org/abstract/MED/6745010	CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
CHEMBL1201798	Sevelamer	Small molecule	2007			-mer	Unknown										Name:FDA, SrcID:label/2011/022318s003,022127s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022318s003,022127s008lbl.pdf	NCC=C.ClCC1CO1
CHEMBL1201830	Rilonacept	Protein	2008	L04AC04	L04AC04 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Interleukin inhibitors]	-cept	Interleukin-1 beta inhibitor			CHEMBL1909490	Interleukin-1 beta	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=282f4099-e848-432a-bac1-e041c192a5ba, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=282f4099-e848-432a-bac1-e041c192a5ba|Name:PubMed, SrcID:20140476, URL:http://europepmc.org/abstract/MED/20140476	
CHEMBL1201831	Certolizumab Pegol	Antibody	2008	L04AB05	L04AB05 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Tumor necrosis factor alpha (TNF-a) inhibitors]	-mab	TNF-alpha inhibitor			CHEMBL1825	TNF-alpha	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b4c2c9dc-a0bb-4d64-a667-a67ebe88392d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b4c2c9dc-a0bb-4d64-a667-a67ebe88392d	
CHEMBL1215661	Pruvanserin	Small molecule				-anserin	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12892843, URL:http://europepmc.org/abstract/MED/12892843	Fc1ccc(CCN2CCN(CC2)C(=O)c3cccc4c(c[nH]c34)C#N)cc1
CHEMBL1229517	Vemurafenib	Small molecule	2011	L01XE15	L01XE15 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-rafenib	Serine/threonine-protein kinase B-raf inhibitor	Indicated for mutated form - V600E		CHEMBL5145	Serine/threonine-protein kinase B-raf	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/202429s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202429s000lbl.pdf	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c4ccc(Cl)cc4)c1F
CHEMBL1230609	Foretinib	Small molecule				-tinib	Tyrosine-protein kinase receptor FLT3 inhibitor			CHEMBL1974	Tyrosine-protein kinase receptor FLT3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:www.exelixis.com/pipeline/xl880, URL:www.exelixis.com/pipeline/xl880|Name:PubMed, SrcID:19808973, URL:http://europepmc.org/abstract/MED/19808973	COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6
CHEMBL1233528	Volasertib	Small molecule				-sertib	Serine/threonine-protein kinase PLK1 inhibitor			CHEMBL3024	Serine/threonine-protein kinase PLK1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19383823, URL:http://europepmc.org/abstract/MED/19383823	CC[C@H]1N(C(C)C)c2nc(Nc3ccc(cc3OC)C(=O)N[C@@H]4CC[C@H](CC4)N5CCN(CC6CC6)CC5)ncc2N(C)C1=O
CHEMBL1236107	Sgx-523	Small molecule					Hepatocyte growth factor receptor inhibitor			CHEMBL3717	Hepatocyte growth factor receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19934279, URL:http://europepmc.org/abstract/MED/19934279|Name:PubMed, SrcID:25806189, URL:http://europepmc.org/abstract/MED/25806189	Cn1cc(cn1)c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2
